intersection,road,intersection_key,road_key
ซอยสุขุมวิท2,สุขุมวิท,ซอยสุขุมวิท2,สุขุมวิท
เฉลิมพระเกรียรติร.9ซอย67,เฉลิมพระเกียรติร.9ซอย67,เฉลิมพระเกรียรติร.9ซอย67,เฉลิมพระเกียรติร.9ซอย67
เฉลิมพระเกรียรติร.9ซอย67,เฉลิมพระเกียรติร.9,เฉลิมพระเกรียรติร.9ซอย67,เฉลิมพระเกียรติร.9
สามเหลี่ยมดินแดง,ถนนราชปรารภ,สามเหลี่ยมดินแดง,ถนนราชปรารภ
สามเหลี่ยมดินแดง,ซอยราชวิถี2,สามเหลี่ยมดินแดง,ซอยราชวิถี2
สามเหลี่ยมดินแดง,ถนนราชวิถี,สามเหลี่ยมดินแดง,ถนนราชวิถี
สามเหลี่ยมดินแดง,ถนนดินแดง,สามเหลี่ยมดินแดง,ถนนดินแดง
วัดพลมานีย์,ประชาพัฒนา,วัดพลมานีย์,ประชาพัฒนา
วัดพลมานีย์,หลวงแพ่ง,วัดพลมานีย์,หลวงแพ่ง
หน้าหมู่บ้านเอื้ออาทรลาดกระบัง2,ประชาพัฒนา,หน้าหมู่บ้านเอื้ออาทรลาดกระบัง2,ประชาพัฒนา
สะพานใหม่,พหลโยธิน,สะพานใหม่,พหลโยธิน
สะพานใหม่,เทพรักษ์,สะพานใหม่,เทพรักษ์
หน้ามาร์เก็ตเพลส,เทพรักษ์,หน้ามาร์เก็ตเพลส,เทพรักษ์
สุขุมวิท71,สุขุมวิท71,สุขุมวิท71,สุขุมวิท71
สุขุมวิท71,สุขุมวิท,สุขุมวิท71,สุขุมวิท
ประชาราษฎร์,วงศ์สว่าง,ประชาราษฎร์,วงศ์สว่าง
หน้าตลาดศรีเขมา,ประชาราษฎร์สาย1,หน้าตลาดศรีเขมา,ประชาราษฎร์สาย1
หน้าตลาดศรีเขมา,ประชาราษฎร์สาย1(EB),หน้าตลาดศรีเขมา,ประชาราษฎร์สาย1(EB)
ลาดกระบัง54,ลาดกระบัง54,ลาดกระบัง54,ลาดกระบัง54
สวนมิกสกวัน,ราชำดำเนิน,สวนมิกสกวัน,ราชำดำเนิน
สี่กั๊กพระยาศรี,เฟื่องนคร,สี่กั๊กพระยาศรี,เฟื่องนคร
หน้าบ.ยัสปาล,สุขุมวิท66/1,หน้าบ.ยัสปาล,สุขุมวิท66/1
หน้าบ.ยัสปาล,สุขุมวิท,หน้าบ.ยัสปาล,สุขุมวิท
ด่วนสุขุมวิท62,สุขุมวิท62,ด่วนสุขุมวิท62,สุขุมวิท62
วงเวียนตลาดน้อย,เจริญกรุง,วงเวียนตลาดน้อย,เจริญกรุง
นางลื้นจี่,นางลิ้นจี่,นางลื้นจี่,นางลิ้นจี่
นางลื้นจี่,พระรามที่3,นางลื้นจี่,พระรามที่3
สุขุมวิท31,สุขุมวิท31,สุขุมวิท31,สุขุมวิท31
สุขุมวิท31,สุขุมวิท,สุขุมวิท31,สุขุมวิท
หน้าอาคารแปซิฟิคเรสซิเด้น,สุขุมวิท39,หน้าอาคารแปซิฟิคเรสซิเด้น,สุขุมวิท39
เดอะมอลล์บางแค,เพชรเกษม47/2,เดอะมอลล์บางแค,เพชรเกษม47/2
เดอะมอลล์บางแค,กาญจนาภิเษก,เดอะมอลล์บางแค,กาญจนาภิเษก
เดอะมอลล์บางแค,เพชรเกษม,เดอะมอลล์บางแค,เพชรเกษม
ซอยพุทธบูชา38,พุทธบูชา,ซอยพุทธบูชา38,พุทธบูชา
ซอยพุทธบูชา40และ42,พุทธบูชา,ซอยพุทธบูชา40และ42,พุทธบูชา
ซอยพุทธบูชา43,พุทธบูชา,ซอยพุทธบูชา43,พุทธบูชา
กองบัญชาการกองทัพบก,ประชาธิปไตย,กองบัญชาการกองทัพบก,ประชาธิปไตย
ซอยคู้บอน34,คู้บอน,ซอยคู้บอน34,คู้บอน
ซอยพุทธบูชา44และ44/1,พุทธบูชา,ซอยพุทธบูชา44และ44/1,พุทธบูชา
สุขุมวิท36,สุขุมวิท36,สุขุมวิท36,สุขุมวิท36
สุขุมวิท36,สุขุมวิท,สุขุมวิท36,สุขุมวิท
สุขุมวิท40,สุขุมวิท,สุขุมวิท40,สุขุมวิท
สุขุมวิท49,สุขุมวิท32,สุขุมวิท49,สุขุมวิท32
สุขุมวิท49,สุขุมวิท49,สุขุมวิท49,สุขุมวิท49
สุขุมวิท49,สุขุมวิท,สุขุมวิท49,สุขุมวิท
เอกมัย12,เอกมัย12,เอกมัย12,เอกมัย12
สีลม3,สีลม,สีลม3,สีลม
ราษฎร์บูรณะ18,ราษฎร์บูรณะ,ราษฎร์บูรณะ18,ราษฎร์บูรณะ
วงเวียนอนุสาวรีย์หลักสี่,พหลโยธิน,วงเวียนอนุสาวรีย์หลักสี่,พหลโยธิน
วงเวียนอนุสาวรีย์หลักสี่,แจ้งวัฒนะ,วงเวียนอนุสาวรีย์หลักสี่,แจ้งวัฒนะ
วงเวียนอนุสาวรีย์หลักสี่,รามอินทรา,วงเวียนอนุสาวรีย์หลักสี่,รามอินทรา
จุดกลับรถแอมคาร์ออดิโอ,หลวงแพ่ง,จุดกลับรถแอมคาร์ออดิโอ,หลวงแพ่ง
ต่างระดับหลวงแพ่งตะวันตก,ทางขึ้นมอเตอร์เวย์,ต่างระดับหลวงแพ่งตะวันตก,ทางขึ้นมอเตอร์เวย์
ต่างระดับหลวงแพ่งตะวันตก,หลวงแพ่ง,ต่างระดับหลวงแพ่งตะวันตก,หลวงแพ่ง
รามคำแหง112,รามคำแหง112,รามคำแหง112,รามคำแหง112
รามคำแหง112,รามคำแหง,รามคำแหง112,รามคำแหง
รามคำแหง118,รามคำแหง118,รามคำแหง118,รามคำแหง118
รามคำแหง118,รามคำแหง,รามคำแหง118,รามคำแหง
จุดกลับรถการประปาสาขาสุวรรณภูมิ,หลวงแพ่ง,จุดกลับรถการประปาสาขาสุวรรณภูมิ,หลวงแพ่ง
สนามบินสุวรรณภูมิ,สุรรณภูมิ4,สนามบินสุวรรณภูมิ,สุรรณภูมิ4
สุขุมวิท93,สุขุมวิท32,สุขุมวิท93,สุขุมวิท32
สุขุมวิท93,สุขุมวิท49,สุขุมวิท93,สุขุมวิท49
สุขุมวิท93,สุขุมวิท,สุขุมวิท93,สุขุมวิท
วชิรธรรมสาธิต59,วชิรธรรมสาธิต,วชิรธรรมสาธิต59,วชิรธรรมสาธิต
ศิริราช,วังหลัง,ศิริราช,วังหลัง
นิมิตใหม่-สุวินทวงศ์,นิมิตใหม่,นิมิตใหม่-สุวินทวงศ์,นิมิตใหม่
นิมิตใหม่-สุวินทวงศ์,สุวินทวงศ์,นิมิตใหม่-สุวินทวงศ์,สุวินทวงศ์
หน้ามัสยิดดารุ้ลมูกร้อดรอบีน,คู้-คลองสิบ,หน้ามัสยิดดารุ้ลมูกร้อดรอบีน,คู้-คลองสิบ
หน้าโรงเรียนวัดสามง่าม,คู้-คลองสิบ,หน้าโรงเรียนวัดสามง่าม,คู้-คลองสิบ
หน้าวัดสามง่าม,คู้-คลองสิบ,หน้าวัดสามง่าม,คู้-คลองสิบ
หน้าโรงเรียนสุเหร่าคลองสิบ,คู้-คลองสิบ,หน้าโรงเรียนสุเหร่าคลองสิบ,คู้-คลองสิบ
หน้าโรงเรียนวัดสะพาน,ทางรถไฟสายเก่า,หน้าโรงเรียนวัดสะพาน,ทางรถไฟสายเก่า
ก่อนเข้าทางด่วน,สุขุมวิท62,ก่อนเข้าทางด่วน,สุขุมวิท62
นานา,นานา(สุขุมวิท3),นานา,นานา(สุขุมวิท3)
จุดตัดถนนลาดพร้าวกับถนนประดิษฐ์มนูธรรม,ลาดพร้าว,จุดตัดถนนลาดพร้าวกับถนนประดิษฐ์มนูธรรม,ลาดพร้าว
นิคมมักกะสัน,นิคมมักกะสัน(NB),นิคมมักกะสัน,นิคมมักกะสัน(NB)
นิคมมักกะสัน,นิคมมักกะสัน(EB),นิคมมักกะสัน,นิคมมักกะสัน(EB)
นิคมมักกะสัน,กำแพงเพชร7,นิคมมักกะสัน,กำแพงเพชร7
ศรีวรา-อินทราภรณ์,ศรีวรา,ศรีวรา-อินทราภรณ์,ศรีวรา
ศรีวรา-อินทราภรณ์,อินทราภรณ์,ศรีวรา-อินทราภรณ์,อินทราภรณ์
สวนรื่นฤดี,นครราชสีมา,สวนรื่นฤดี,นครราชสีมา
ปากซอยเจริญสุข,พระรามที่4,ปากซอยเจริญสุข,พระรามที่4
จุดกลับรถใกล้โฮมโปรพระราม9,พระราม9,จุดกลับรถใกล้โฮมโปรพระราม9,พระราม9
อาคารสงเคราะห์กองทัพบก(เทอดดำริ),เทอดดำริ,อาคารสงเคราะห์กองทัพบก(เทอดดำริ),เทอดดำริ
อาคารสงเคราะห์กองทัพบก(เทอดดำริ),ทางเข้าออกอาคารสงเคราะห์กองทัพบก,อาคารสงเคราะห์กองทัพบก(เทอดดำริ),ทางเข้าออกอาคารสงเคราะห์กองทัพบก
อาคารสงเคราะห์กองทัพบก(บางซื่อ),เทอดดำริ,อาคารสงเคราะห์กองทัพบก(บางซื่อ),เทอดดำริ
อาคารสงเคราะห์กองทัพบก(บางซื่อ),ทางเข้าออกอาคารสงเคราะห์กองทัพบก,อาคารสงเคราะห์กองทัพบก(บางซื่อ),ทางเข้าออกอาคารสงเคราะห์กองทัพบก
ใกล้วัดนางนอง,วุฒากาศ,ใกล้วัดนางนอง,วุฒากาศ
ซอยเอกชัย15,เอกชัย,ซอยเอกชัย15,เอกชัย
หน้าห้างอินเดียเอ็มโพเรียม,จักรเพชร,หน้าห้างอินเดียเอ็มโพเรียม,จักรเพชร
หน้าวัดมังกรฯ,เจริญกรุง,หน้าวัดมังกรฯ,เจริญกรุง
ปากซอยสมเด็จเจ้าพระยา5,สมเด็จเจ้าพระยา,ปากซอยสมเด็จเจ้าพระยา5,สมเด็จเจ้าพระยา
ใกล้ซอยอิสรภาพ30,อิสรภาพ,ใกล้ซอยอิสรภาพ30,อิสรภาพ
หน้าสถาบันโรคไตฯ,พญาไท,หน้าสถาบันโรคไตฯ,พญาไท
หน้าคณะเวชศาสตร์เขตร้อน,ราชวิถี15,หน้าคณะเวชศาสตร์เขตร้อน,ราชวิถี15
หน้าคณะเวชศาสตร์เขตร้อน,ราชวิถี,หน้าคณะเวชศาสตร์เขตร้อน,ราชวิถี
ทางเข้าออกสำนักงานขนส่งฯพื้นที่1บางขุนเทียน,บางขุนเทียน-ชายทะเล,ทางเข้าออกสำนักงานขนส่งฯพื้นที่1บางขุนเทียน,บางขุนเทียน-ชายทะเล
ทางเข้าออกสำนักงานขนส่งฯพื้นที่1บางขุนเทียน,ทางเข้าออกสำนักงานขนส่งฯ,ทางเข้าออกสำนักงานขนส่งฯพื้นที่1บางขุนเทียน,ทางเข้าออกสำนักงานขนส่งฯ
ซอยเทียนทะเล22,บางขุนเทียน-ชายทะเล,ซอยเทียนทะเล22,บางขุนเทียน-ชายทะเล
ซอยเทียนทะเล22,เทียนทะเล22,ซอยเทียนทะเล22,เทียนทะเล22
อ่อนนุช37/1,อ่อนนุช,อ่อนนุช37/1,อ่อนนุช
ลาดกระบัง1ก/7,ลาดกระบัง,ลาดกระบัง1ก/7,ลาดกระบัง
อ่อนนุช59/1,อ่อนนุช,อ่อนนุช59/1,อ่อนนุช
หน้ารพ.ซีจีเอสสายไหม,เฉลิมพงษ์,หน้ารพ.ซีจีเอสสายไหม,เฉลิมพงษ์
เจริญกรุง95,เจริญกรุง,เจริญกรุง95,เจริญกรุง
ราษฎร์อุทิศ66,ราษฏร์อุทิศ,ราษฎร์อุทิศ66,ราษฏร์อุทิศ
เลียบวารี11,เลียบวารี,เลียบวารี11,เลียบวารี
อินทาปัจ13-เพชรเกษม69,เพชรเกษม69,อินทาปัจ13-เพชรเกษม69,เพชรเกษม69
อินทาปัจ13-เพชรเกษม69,เลียบคลองภาษีเจริญฝั่งเหนือ,อินทาปัจ13-เพชรเกษม69,เลียบคลองภาษีเจริญฝั่งเหนือ
อินทาปัจ13-เพชรเกษม69,อินทาปัจ13,อินทาปัจ13-เพชรเกษม69,อินทาปัจ13
พระยาสุเรนทร์-จตุโชติ,จตุโชติ,พระยาสุเรนทร์-จตุโชติ,จตุโชติ
พระยาสุเรนทร์-จตุโชติ,พระยาสุเรนทร์,พระยาสุเรนทร์-จตุโชติ,พระยาสุเรนทร์
คู่ขนานวงแหวนตะวันออก-จตุโชติ,คู่ขนานวงแหวนตะวันออก,คู่ขนานวงแหวนตะวันออก-จตุโชติ,คู่ขนานวงแหวนตะวันออก
คู่ขนานวงแหวนตะวันออก-จตุโชติ,จตุโชติ,คู่ขนานวงแหวนตะวันออก-จตุโชติ,จตุโชติ
หมู่บ้านร่มไทร,คลองลำเจียก17,หมู่บ้านร่มไทร,คลองลำเจียก17
หมู่บ้านร่มไทร,คลองลำเจียก10,หมู่บ้านร่มไทร,คลองลำเจียก10
หมู่บ้านร่มไทร,คลองลำเจียก,หมู่บ้านร่มไทร,คลองลำเจียก
ปุณวิถี,สุขุมวิท101/1,ปุณวิถี,สุขุมวิท101/1
ซอยวชิรธรรมสาธิต6,สุขุมวิท101/1,ซอยวชิรธรรมสาธิต6,สุขุมวิท101/1
หน้าธ.ยูโอบี,เยาวราช,หน้าธ.ยูโอบี,เยาวราช
วัดประชา,ระนอง1,วัดประชา,ระนอง1
วุฒากาศ,เทอดไท26,วุฒากาศ,เทอดไท26
สะพานดำ,ทางลอดทางรถไฟถนนพระรามที่6,สะพานดำ,ทางลอดทางรถไฟถนนพระรามที่6
เจ้าคุณหทาร-ฉลองกรุง,ฉลองกรุง,เจ้าคุณหทาร-ฉลองกรุง,ฉลองกรุง
เจ้าคุณหทาร-ฉลองกรุง,เจ้าคุณทหาร,เจ้าคุณหทาร-ฉลองกรุง,เจ้าคุณทหาร
สุภาพบุรุษ,สุภาพบุรุษ,สุภาพบุรุษ,สุภาพบุรุษ
ปากซอยทวีวัฒนา24,ทวีวัฒนา,ปากซอยทวีวัฒนา24,ทวีวัฒนา
ปากซอยทองหล่อ3,ทองหล่อ,ปากซอยทองหล่อ3,ทองหล่อ
ปากซอยวชิรธรรมสาธิต12,วชิรธรรมสาธิต,ปากซอยวชิรธรรมสาธิต12,วชิรธรรมสาธิต
หน้าบ.กรีนสปอต,ศรีนครินทร์,หน้าบ.กรีนสปอต,ศรีนครินทร์
รร.ฤทธิยะวรรณาลัย,ทางเข้าออกหน่วยบัญชาการอากาศโยธิน,รร.ฤทธิยะวรรณาลัย,ทางเข้าออกหน่วยบัญชาการอากาศโยธิน
รร.ฤทธิยะวรรณาลัย,ช่องทางท่าดินแดง5,รร.ฤทธิยะวรรณาลัย,ช่องทางท่าดินแดง5
สาทร-คอนแวต์,คอนแวนต์,สาทร-คอนแวต์,คอนแวนต์
สาทร-คอนแวต์,สาทร,สาทร-คอนแวต์,สาทร
ทางข้ามใกล้แยกหลังสวน,สารสิน,ทางข้ามใกล้แยกหลังสวน,สารสิน
สุขุมวิท11,สุขุมวิท11,สุขุมวิท11,สุขุมวิท11
หน้าโรงแรมCalton,สุชุมวิท,หน้าโรงแรมCalton,สุชุมวิท
จุดกลับรถใกล้ซอยพัฒนาการ89,พัฒนาการ,จุดกลับรถใกล้ซอยพัฒนาการ89,พัฒนาการ
ปากซอยอ่อนนุข41,อ่อนนุช41,ปากซอยอ่อนนุข41,อ่อนนุช41
ปากซอยอ่อนนุข41,อ่อนนุช,ปากซอยอ่อนนุข41,อ่อนนุช
ซอยเจริญกุง33,เจริญกรุง,ซอยเจริญกุง33,เจริญกรุง
หมู่บ้านสหกรณ์,หมู่บ้านสหกรณ์,หมู่บ้านสหกรณ์,หมู่บ้านสหกรณ์
ทางข้ามดวงพิทักษ์,ดวงพิทักษ์,ทางข้ามดวงพิทักษ์,ดวงพิทักษ์
ทางข้ามดวงพิทักษ์,สุขุมวิท,ทางข้ามดวงพิทักษ์,สุขุมวิท
หน้ารพ.รวมใจรักษ์,สุขุมวิท62,หน้ารพ.รวมใจรักษ์,สุขุมวิท62
ราษฎร์พัฒนา-ราษฎร์พัฒนา5,ราษฎร์พัฒนา,ราษฎร์พัฒนา-ราษฎร์พัฒนา5,ราษฎร์พัฒนา
ราษฎร์พัฒนา-ราษฎร์พัฒนา5,ราษฎร์พัฒนา4,ราษฎร์พัฒนา-ราษฎร์พัฒนา5,ราษฎร์พัฒนา4
ราษฎร์พัฒนา-ราษฎร์พัฒนา5,ราษฎร์พัฒนา5,ราษฎร์พัฒนา-ราษฎร์พัฒนา5,ราษฎร์พัฒนา5
หน้ารร.สุเหร่าลาดบัวขาว,เคหะร่มเกล้า,หน้ารร.สุเหร่าลาดบัวขาว,เคหะร่มเกล้า
ซอยพัฒนาการ30,พัฒนาการ30,ซอยพัฒนาการ30,พัฒนาการ30
ซอยพัฒนาการ30,พัฒนาการ,ซอยพัฒนาการ30,พัฒนาการ
ประชาอุทิศ-เทียมร่วมมิตร,เทียมร่วมมิตร,ประชาอุทิศ-เทียมร่วมมิตร,เทียมร่วมมิตร
ประชาอุทิศ-เทียมร่วมมิตร,ประชาอุทิศ,ประชาอุทิศ-เทียมร่วมมิตร,ประชาอุทิศ
ปากซอยอุดมสุข18,อุดมสุข,ปากซอยอุดมสุข18,อุดมสุข
ปากซอยอุดมสุข26,อุดมสุข,ปากซอยอุดมสุข26,อุดมสุข
ปากซอยอุดมสุข30,อุดมสุข,ปากซอยอุดมสุข30,อุดมสุข
ซอยรามบุตรี,จักรพงษ์,ซอยรามบุตรี,จักรพงษ์
บางลำพู,จักรพงษ์,บางลำพู,จักรพงษ์
พาณิชยการพระนคร,พระรามที่5,พาณิชยการพระนคร,พระรามที่5
พาณิชยการพระนคร,พิษณุโลก,พาณิชยการพระนคร,พิษณุโลก
หน้าร้านDentoLighting,เจริญราษฎร์,หน้าร้านDentoLighting,เจริญราษฎร์
หน้าสำนักงานบำรุงรักษาสะพานพระพุทธยอดฟ้าฯ,สะพานพุทธ,หน้าสำนักงานบำรุงรักษาสะพานพระพุทธยอดฟ้าฯ,สะพานพุทธ
อุโมงค์ดินแดง,อุโมงค์ดินแดง,อุโมงค์ดินแดง,อุโมงค์ดินแดง
สะพานข้ามแยกสามเหลี่ยมดินแดง,สะพานข้ามแยกสามเหลี่ยมดินแดง,สะพานข้ามแยกสามเหลี่ยมดินแดง,สะพานข้ามแยกสามเหลี่ยมดินแดง
สะพานข้ามแยกประชาสงเคราะห์,สะพานข้ามแยกประชาสงเคราะห์,สะพานข้ามแยกประชาสงเคราะห์,สะพานข้ามแยกประชาสงเคราะห์
สะพานข้ามแยกพระราม9,สะพานข้ามแยกพระราม9,สะพานข้ามแยกพระราม9,สะพานข้ามแยกพระราม9
หน้าMayfairPlace,สุขุมวิท50,หน้าMayfairPlace,สุขุมวิท50
สวนแสงธรรม,พุทธมณฑลสาย3,สวนแสงธรรม,พุทธมณฑลสาย3
สวนแสงธรรม,บางแวก,สวนแสงธรรม,บางแวก
หน้าห้างธัญญาพาร์ค,ศรีนครินทร์,หน้าห้างธัญญาพาร์ค,ศรีนครินทร์
จุดกลับรถเพชรเกษม98,เพชรเกษม,จุดกลับรถเพชรเกษม98,เพชรเกษม
นราธิวาส-นราธิวาส22,นราธิวาสราชนครินทร์,นราธิวาส-นราธิวาส22,นราธิวาสราชนครินทร์
นราธิวาส-นราธิวาส22,นราธิวาสราชนครินทร์22,นราธิวาส-นราธิวาส22,นราธิวาสราชนครินทร์22
ปากซอยเอกชัย64/5,เอกชัย64/5,ปากซอยเอกชัย64/5,เอกชัย64/5
ปากซอยเอกชัย64/5,เอกชัย,ปากซอยเอกชัย64/5,เอกชัย
สะพานภูมิพล1,สะพานภูมิพล,สะพานภูมิพล1,สะพานภูมิพล
เลียบคลองภาษีเจริญฝั่งใต้6,เลียบคลองภาษีเจริญฝั่งใต้6,เลียบคลองภาษีเจริญฝั่งใต้6,เลียบคลองภาษีเจริญฝั่งใต้6
เลียบคลองภาษีเจริญฝั่งใต้6,เลียบคลองภาษีเจริญฝั่งใต้,เลียบคลองภาษีเจริญฝั่งใต้6,เลียบคลองภาษีเจริญฝั่งใต้
สุทธิสาร-วิภาวดี,วิภาวดีรังสิต,สุทธิสาร-วิภาวดี,วิภาวดีรังสิต
สุทธิสาร-วิภาวดี,สุทธิสาร,สุทธิสาร-วิภาวดี,สุทธิสาร
หน้า7-11,อาจณรงค์,หน้า7-11,อาจณรงค์
หน้าหมู่บ้านพฤกษ์ภิรมย์,แบริ่งลาซาล,หน้าหมู่บ้านพฤกษ์ภิรมย์,แบริ่งลาซาล
ลาซาล-แบริ่งลาซาล,สุขุมวิท105(ลาซาล),ลาซาล-แบริ่งลาซาล,สุขุมวิท105(ลาซาล)
อรุณอมรินทร์-วังเดิม,อรุณอัมรินทร์ตัดใหม่,อรุณอมรินทร์-วังเดิม,อรุณอัมรินทร์ตัดใหม่
หน้าหจก.ชาลีแสงแดง,หลวงแพ่ง,หน้าหจก.ชาลีแสงแดง,หลวงแพ่ง
ใกล้ซอยพระเทพรัตนโมลี20,หลวงแพ่ง,ใกล้ซอยพระเทพรัตนโมลี20,หลวงแพ่ง
หน้าบ.เฟิร์สทรานสปอร์ต,หลวงแพ่ง,หน้าบ.เฟิร์สทรานสปอร์ต,หลวงแพ่ง
ราษฎร์อุทิศ68/2,ราษฎร์อุทิศ,ราษฎร์อุทิศ68/2,ราษฎร์อุทิศ
เลียบวารี-ซอยมิตรไมตรี23,มิตรไมตรี23,เลียบวารี-ซอยมิตรไมตรี23,มิตรไมตรี23
เลียบวารี-ซอยมิตรไมตรี23,เลียบวารี,เลียบวารี-ซอยมิตรไมตรี23,เลียบวารี
เลียบคลองประปา-ซอยย่านิ่มพัฒนา,เลียบคลองประปา,เลียบคลองประปา-ซอยย่านิ่มพัฒนา,เลียบคลองประปา
เลียบคลองประปา-ซอยย่านิ่มพัฒนา,ย่านิ่มพัฒนา,เลียบคลองประปา-ซอยย่านิ่มพัฒนา,ย่านิ่มพัฒนา
เลียบคลองประปา-ซอยหมู่บ้านสวนพงษ์เพชร7,เลียบคลองประปา,เลียบคลองประปา-ซอยหมู่บ้านสวนพงษ์เพชร7,เลียบคลองประปา
เลียบคลองประปา-ซอยหมู่บ้านสวนพงษ์เพชร7,หมู่บ้านสวนพงษ์เพชร7,เลียบคลองประปา-ซอยหมู่บ้านสวนพงษ์เพชร7,หมู่บ้านสวนพงษ์เพชร7
คลองประปา–ซอยข้างรร.เซนต์ฟรังซีสเซเวียร์,เลียบคลองประปา,คลองประปา–ซอยข้างรร.เซนต์ฟรังซีสเซเวียร์,เลียบคลองประปา
คลองประปา–ซอยข้างรร.เซนต์ฟรังซีสเซเวียร์,ข้างร.ร.เซนฟรังซีสเซเวียร์,คลองประปา–ซอยข้างรร.เซนต์ฟรังซีสเซเวียร์,ข้างร.ร.เซนฟรังซีสเซเวียร์
คลองประปา–ซอยหมู่บ้านเพชรวัฒนะ,เลียบคลองประปา,คลองประปา–ซอยหมู่บ้านเพชรวัฒนะ,เลียบคลองประปา
คลองประปา–ซอยหมู่บ้านเพชรวัฒนะ,หมู่บ้านเพชรวัฒนะ,คลองประปา–ซอยหมู่บ้านเพชรวัฒนะ,หมู่บ้านเพชรวัฒนะ
พิงนคร5-ริมคลองตาอูฐ,พิงนคร5,พิงนคร5-ริมคลองตาอูฐ,พิงนคร5
พิงนคร5-ริมคลองตาอูฐ,ริมคลองตาอูฐ,พิงนคร5-ริมคลองตาอูฐ,ริมคลองตาอูฐ
แจ้งวัฒนะ–น่านเจ้า–แสนหวี,ซอยแจ้งวัฒนะ,แจ้งวัฒนะ–น่านเจ้า–แสนหวี,ซอยแจ้งวัฒนะ
แจ้งวัฒนะ–น่านเจ้า–แสนหวี,ซอยแสนหวี,แจ้งวัฒนะ–น่านเจ้า–แสนหวี,ซอยแสนหวี
แจ้งวัฒนะ–น่านเจ้า–แสนหวี,ซอยน่านเจ้า,แจ้งวัฒนะ–น่านเจ้า–แสนหวี,ซอยน่านเจ้า
เลียบคลองประปาฝั่งตะวันออก-ซอยส่วนบุคคล(หลังโลตัส),เลียบคลองประปาฝั่งตะวันออก,เลียบคลองประปาฝั่งตะวันออก-ซอยส่วนบุคคล(หลังโลตัส),เลียบคลองประปาฝั่งตะวันออก
แจ้งวัฒนะ-เลียบคลองประปาฝั่งตะวันออก,เลียบคลองประปาฝั่งตะวันออก,แจ้งวัฒนะ-เลียบคลองประปาฝั่งตะวันออก,เลียบคลองประปาฝั่งตะวันออก
แจ้งวัฒนะ-เลียบคลองประปาฝั่งตะวันออก,แจ้งวัฒนะ,แจ้งวัฒนะ-เลียบคลองประปาฝั่งตะวันออก,แจ้งวัฒนะ
พระราม2ซอย50แยก5,พระราม2ซอย50,พระราม2ซอย50แยก5,พระราม2ซอย50
หน้ารร.สอนขับรถแอดวานซ์,พระราม2ซอย50,หน้ารร.สอนขับรถแอดวานซ์,พระราม2ซอย50
ปากซอยเจริญนคร28,เจริญนคร,ปากซอยเจริญนคร28,เจริญนคร
หน้ามัสยิดอัลอิสติกอมะห์,ประชาอุทิศ,หน้ามัสยิดอัลอิสติกอมะห์,ประชาอุทิศ
ปากซอยประชาอุทิศ58/2,ประชาอุทิศ,ปากซอยประชาอุทิศ58/2,ประชาอุทิศ
หน้าสถานเสาวภาสภากาชาดไทย,พระรามที่4,หน้าสถานเสาวภาสภากาชาดไทย,พระรามที่4
เสนานิคม(23เม.ย.69),พหลโยธิน,เสนานิคม(23เม.ย.69),พหลโยธิน
เสนานิคม(23เม.ย.69),เสนานิคม,เสนานิคม(23เม.ย.69),เสนานิคม
เทอดไท33(24เม.ย.69),เทอดไท33,เทอดไท33(24เม.ย.69),เทอดไท33
เทอดไท33(24เม.ย.69),เทอดไท,เทอดไท33(24เม.ย.69),เทอดไท
หน้าหมู่บ้านเพิ่มทรัพย์,เทอดไท,หน้าหมู่บ้านเพิ่มทรัพย์,เทอดไท
ปากซอยราษฎร์อุทิศ27/6,ราษฎร์อุทิศ,ปากซอยราษฎร์อุทิศ27/6,ราษฎร์อุทิศ
หน้าอาคารCDGHOUSE,รัชดาภิเษก,หน้าอาคารCDGHOUSE,รัชดาภิเษก
วังแดง,นครราชสีมา,วังแดง,นครราชสีมา
การเคหะ,นวมินทร์51,การเคหะ,นวมินทร์51
หน้าโรแรมดิโอกุระ,วิทยุ,หน้าโรแรมดิโอกุระ,วิทยุ
มักกะสัน,ราชปรารภ,มักกะสัน,ราชปรารภ
มักกะสัน,นิคมมักกะสัน,มักกะสัน,นิคมมักกะสัน
เอกมัย9,เอกมัย,เอกมัย9,เอกมัย
หน้าศูนย์การค้าไทยโก้,หลวงแพ่ง,หน้าศูนย์การค้าไทยโก้,หลวงแพ่ง
ประชาร่วมใจ-ราษฎร์ร่วมใจ,ราษฎร์ร่วมใจ,ประชาร่วมใจ-ราษฎร์ร่วมใจ,ราษฎร์ร่วมใจ
ประชาร่วมใจ-ราษฎร์ร่วมใจ,ประชาร่วมใจ,ประชาร่วมใจ-ราษฎร์ร่วมใจ,ประชาร่วมใจ
โรงเรียนนานาชาติแองโกลสิงคโปร์,สุขุมวิท64,โรงเรียนนานาชาติแองโกลสิงคโปร์,สุขุมวิท64
เทคนิคกรุงเทพ,นราธิวาสฯ17,เทคนิคกรุงเทพ,นราธิวาสฯ17
นวมินทร์10,นวมินทร์,นวมินทร์10,นวมินทร์
นวมินทร์10,นวมินทร์10,นวมินทร์10,นวมินทร์10
เลียบคลองภาษีเจริญฝั่งใต้,เพชรเกษม69,เลียบคลองภาษีเจริญฝั่งใต้,เพชรเกษม69
