intersection,road,intersection_key,road_key
เชื่อมสัมพันธ์ - ลำไทร,เชื่อมสัมพันธ์,เชื่อมสัมพันธ์ - ลำไทร,เชื่อมสัมพันธ์
เชื่อมสัมพันธ์ - ลำไทร,ลำไทร,เชื่อมสัมพันธ์ - ลำไทร,ลำไทร
มหานคร - สี่พระยา,มหาเศรษฐ์,มหานคร - สี่พระยา,มหาเศรษฐ์
มหานคร - สี่พระยา,มหานคร,มหานคร - สี่พระยา,มหานคร
มหานคร - สี่พระยา,สี่พระยา,มหานคร - สี่พระยา,สี่พระยา
ใกล้หมู่บ้านพฤกษ์ ภิรมณ์,แบริ่งลาซาล,ใกล้หมู่บ้านพฤกษ์ ภิรมณ์,แบริ่งลาซาล
กลางซอยแบริ่ง,แบริ่งลาซาล,กลางซอยแบริ่ง,แบริ่งลาซาล
กลางซอยแบริ่ง,แบริ่ง,กลางซอยแบริ่ง,แบริ่ง
ปากซอยทองหล่อ 20,ทองหล่อ,ปากซอยทองหล่อ 20,ทองหล่อ
ปากซอยทองหล่อ 20,ทองหล่อ 20,ปากซอยทองหล่อ 20,ทองหล่อ 20
ลาดพร้าว 101,ลาดพร้าว 128/1,ลาดพร้าว 101,ลาดพร้าว 128/1
ลาดพร้าว 101,ลาดพร้าว 101,ลาดพร้าว 101,ลาดพร้าว 101
ด่วนเกษมราษฎร์,ทางขึ้น-ลงทางด่วน,ด่วนเกษมราษฎร์,ทางขึ้น-ลงทางด่วน
อารีย์สัมพันธ์,อารีย์สัมพันธ์,อารีย์สัมพันธ์,อารีย์สัมพันธ์
บางบอน,บางขุนเทียน-ขายทะเล,บางบอน,บางขุนเทียน-ขายทะเล
กรุงธนบุรีเหนือ,เจริญนคร,กรุงธนบุรีเหนือ,เจริญนคร
กรุงธนบุรีเหนือ,กรุงธนบุรี,กรุงธนบุรีเหนือ,กรุงธนบุรี
ลาดพร้าว 112,ลาดพร้าว 112,ลาดพร้าว 112,ลาดพร้าว 112
ลาดพร้าว 112,ลาดพร้าว,ลาดพร้าว 112,ลาดพร้าว
ลาดพร้าว - มหาดไทย,ลาดพร้าว 122,ลาดพร้าว - มหาดไทย,ลาดพร้าว 122
ลาดพร้าว - มหาดไทย,ลาดพร้าว,ลาดพร้าว - มหาดไทย,ลาดพร้าว
ประชาอุทิศ,ประชาอุทิศ 19,ประชาอุทิศ,ประชาอุทิศ 19
พุทธมณฑลสาย 2 - สุขาภิบาลบางระมาด,พุทธมณฑลสาย 2 ,พุทธมณฑลสาย 2 - สุขาภิบาลบางระมาด,พุทธมณฑลสาย 2
พุทธมณฑลสาย 2 - สุขาภิบาลบางระมาด,สุขาภิบาลบางระมาด,พุทธมณฑลสาย 2 - สุขาภิบาลบางระมาด,สุขาภิบาลบางระมาด
ปากซอยนิมิตใหม่ 9,นิมิตใหม่,ปากซอยนิมิตใหม่ 9,นิมิตใหม่
ซอยเชื่อมสัมพันธ์ 19/1,เชื่อมสัมพันธ์,ซอยเชื่อมสัมพันธ์ 19/1,เชื่อมสัมพันธ์
วัดเบญจฯ,พระรามที่ 5,วัดเบญจฯ,พระรามที่ 5
วัดเบญจฯ,ศรีอยุธยา,วัดเบญจฯ,ศรีอยุธยา
ตรอกจันทน์,ทางเข้าคอนโด,ตรอกจันทน์,ทางเข้าคอนโด
หน้าโรงแรมโฟร์ซีซันส์,เจริญกรุง,หน้าโรงแรมโฟร์ซีซันส์,เจริญกรุง
สุขุมวิท 26,สุขุมวิท 26,สุขุมวิท 26,สุขุมวิท 26
มเหสักข์,มหาเศรษฐ์,มเหสักข์,มหาเศรษฐ์
มเหสักข์,สุรวงศ์,มเหสักข์,สุรวงศ์
เสนานิมคม ซ.26,เสนานิคม 1,เสนานิมคม ซ.26,เสนานิคม 1
จุฬา 12,จุฬา 62,จุฬา 12,จุฬา 62
พาราไดซ์,ศรีนครินทร์,พาราไดซ์,ศรีนครินทร์
พาราไดซ์,ศรีนครินทร์ 46,พาราไดซ์,ศรีนครินทร์ 46
พาราไดซ์,ศรีนครินทร์ 57,พาราไดซ์,ศรีนครินทร์ 57
พัฒนาการ - พัฒนาการ 53,พัฒนาการ ,พัฒนาการ - พัฒนาการ 53,พัฒนาการ
พัฒนาการ 93,พัฒนาการ,พัฒนาการ 93,พัฒนาการ
นิมิตใหม่ 14,นิมิตใหม่,นิมิตใหม่ 14,นิมิตใหม่
นิมิตใหม่ 40,นิมิตใหม่,นิมิตใหม่ 40,นิมิตใหม่
หน้า รร.โชคชัยหทัยราษฎร์,หทัยราษฎร์,หน้า รร.โชคชัยหทัยราษฎร์,หทัยราษฎร์
กล้วยน้ำไท,กล้วยน้ำไท,กล้วยน้ำไท,กล้วยน้ำไท
สายน้ำผึ้ง,สุขุมวิท22,สายน้ำผึ้ง,สุขุมวิท22
สุขุมวิท 27,สุขุมวิท,สุขุมวิท 27,สุขุมวิท
หน้าหมู่บ้านสุชา 2,ทวีวัฒนา,หน้าหมู่บ้านสุชา 2,ทวีวัฒนา
หน้าหมู่บ้านเพชรเกษม 4,ทวีวัฒนา,หน้าหมู่บ้านเพชรเกษม 4,ทวีวัฒนา
หมู่บ้านพฤกษา 85,ทวีวัฒนา,หมู่บ้านพฤกษา 85,ทวีวัฒนา
ปากซอยทวีวัฒนา 1,ทวีวัฒนา,ปากซอยทวีวัฒนา 1,ทวีวัฒนา
บางกะปิ,นวมินทร์,บางกะปิ,นวมินทร์
หน้าพีเพิ่ลปาร์ค,อ่อนนุช,หน้าพีเพิ่ลปาร์ค,อ่อนนุช
นราธิวาสราชนครินทร์ 20,นราธิวาสราชนครินทร์,นราธิวาสราชนครินทร์ 20,นราธิวาสราชนครินทร์
สาทร - ปั้น,ปั้น,สาทร - ปั้น,ปั้น
สาทร - ปั้น,สาทร,สาทร - ปั้น,สาทร
สาทร - ประมวญ,ประมวญ,สาทร - ประมวญ,ประมวญ
สาทร - ประมวญ,สาทร,สาทร - ประมวญ,สาทร
การสื่อสาร,แจ้งวัฒนะ 7,การสื่อสาร,แจ้งวัฒนะ 7
การสื่อสาร,แจ้งวัฒนะ,การสื่อสาร,แจ้งวัฒนะ
ลาดพร้าว 35,ลาดพร้าว 35,ลาดพร้าว 35,ลาดพร้าว 35
ลาดพร้าว 35,ลาดพร้าว,ลาดพร้าว 35,ลาดพร้าว
ลาดพร้าว 48,ลาดพร้าว 48,ลาดพร้าว 48,ลาดพร้าว 48
ลาดพร้าว 48,ลาดพร้าว,ลาดพร้าว 48,ลาดพร้าว
ลาดพร้าว 60,ลาดพร้าว 60,ลาดพร้าว 60,ลาดพร้าว 60
ลาดพร้าว 60,ลาดพร้าว,ลาดพร้าว 60,ลาดพร้าว
ลาดพร้าว 62,ลาดพร้าว 62,ลาดพร้าว 62,ลาดพร้าว 62
ลาดพร้าว 62,ลาดพร้าว,ลาดพร้าว 62,ลาดพร้าว
ลาดพร้าว 101/1,ลาดพร้าว 101/1,ลาดพร้าว 101/1,ลาดพร้าว 101/1
ลาดพร้าว 101/1,ลาดพร้าว,ลาดพร้าว 101/1,ลาดพร้าว
วงศ์สว่าง,กรุงเทพนนท์,วงศ์สว่าง,กรุงเทพนนท์
จ.ป.ร.,ราชดำเนินนอก,จ.ป.ร.,ราชดำเนินนอก
จ.ป.ร.,วิสุทธิ์กษัตริย์,จ.ป.ร.,วิสุทธิ์กษัตริย์
หน้าคอนโดลุมพินีวิลล์,ราษฎร์บูรณะ,หน้าคอนโดลุมพินีวิลล์,ราษฎร์บูรณะ
เมอรี่คิงส์,ถนนจักรเพชร,เมอรี่คิงส์,ถนนจักรเพชร
เมอรี่คิงส์,ถนนเยาวราช,เมอรี่คิงส์,ถนนเยาวราช
หน้าศาลรัฐธรรมนูญ,จักรเพชร,หน้าศาลรัฐธรรมนูญ,จักรเพชร
หน้าวัดราชบุรณราชวรวิหาร,จักรเพชร,หน้าวัดราชบุรณราชวรวิหาร,จักรเพชร
กม.8,นวมินทร์,กม.8,นวมินทร์
กม.8,รามอินทรา 73,กม.8,รามอินทรา 73
กม.8,รามอินทรา,กม.8,รามอินทรา
จตุโชติ,สุขาภิบาล 5,จตุโชติ,สุขาภิบาล 5
จตุโชติ,จตุโชติ,จตุโชติ,จตุโชติ
หน้า รพ.บุษราคัมจิตการุณย์,สุขาภิบาล 5,หน้า รพ.บุษราคัมจิตการุณย์,สุขาภิบาล 5
ซอยเทียนทะเล 2,บางขุนเทียน - ชายทะเล,ซอยเทียนทะเล 2,บางขุนเทียน - ชายทะเล
ซอยเทียนทะเล 23,บางขุนเทียน - ชายทะเล,ซอยเทียนทะเล 23,บางขุนเทียน - ชายทะเล
เพชรเกษม 81,เพชรเกษม ,เพชรเกษม 81,เพชรเกษม
ซอยมาเจริญ 3,มาเจริญ,ซอยมาเจริญ 3,มาเจริญ
ประชาอุทิศ 68,ประชาอุทิศ,ประชาอุทิศ 68,ประชาอุทิศ
ประชาอุทิศ 83,ประชาอุทิศ,ประชาอุทิศ 83,ประชาอุทิศ
สุขุมวิท - สุขุมวิท 23,สุขุมวิท 23,สุขุมวิท - สุขุมวิท 23,สุขุมวิท 23
สุขุมวิท - สุขุมวิท 23,สุขุมวิท,สุขุมวิท - สุขุมวิท 23,สุขุมวิท
BRT สถานีสาทร,นราธิวาสราชนครินทร์,BRT สถานีสาทร,นราธิวาสราชนครินทร์
ใต้สะพานภูมิพล,วงแหวนอุตสาหกรรม,ใต้สะพานภูมิพล,วงแหวนอุตสาหกรรม
ใต้สะพานภูมิพล,พระรามที่ 3,ใต้สะพานภูมิพล,พระรามที่ 3
รามคำแหง 39 ระหว่างแยก 15 และ 17 ,รามคำแหง 39,รามคำแหง 39 ระหว่างแยก 15 และ 17,รามคำแหง 39
ด่วนเพลินจิต,ถนนดวงพิทักษ์,ด่วนเพลินจิต,ถนนดวงพิทักษ์
ด่วนเพลินจิต,ถนนเพลินจิต,ด่วนเพลินจิต,ถนนเพลินจิต
ซอยสุขุมวิท 2,สุขุมวิท 2,ซอยสุขุมวิท 2,สุขุมวิท 2
ซอยสุขุมวิท 2,สุขุมวิท,ซอยสุขุมวิท 2,สุขุมวิท
เฉลิมพระเกรียรติ ร.9 ซ.67,เฉลิมพระเกรียรติ ร.9 ซ.67,เฉลิมพระเกรียรติ ร.9 ซ.67,เฉลิมพระเกรียรติ ร.9 ซ.67
เฉลิมพระเกรียรติ ร.9 ซ.67,เฉลิมพระเกรียรติ ร.9,เฉลิมพระเกรียรติ ร.9 ซ.67,เฉลิมพระเกรียรติ ร.9
สามเหลี่ยมดินแดง,ถนนราชปรารภ,สามเหลี่ยมดินแดง,ถนนราชปรารภ
สามเหลี่ยมดินแดง,ซอยราชวิถี 2,สามเหลี่ยมดินแดง,ซอยราชวิถี 2
สามเหลี่ยมดินแดง,ถนนราชวิถี,สามเหลี่ยมดินแดง,ถนนราชวิถี
สามเหลี่ยมดินแดง,ถนนดินแดง,สามเหลี่ยมดินแดง,ถนนดินแดง
วัดพลมานีย์,ประชาพัฒนา,วัดพลมานีย์,ประชาพัฒนา
วัดพลมานีย์,หลวงแพ่ง,วัดพลมานีย์,หลวงแพ่ง
หน้าหมู่บ้านเอื้ออาทรลาดกระบัง 2,ประชาพัฒนา,หน้าหมู่บ้านเอื้ออาทรลาดกระบัง 2,ประชาพัฒนา
สะพานใหม่,พหลโยธิน,สะพานใหม่,พหลโยธิน
สะพานใหม่,เทพรักษ์,สะพานใหม่,เทพรักษ์
หน้ามาร์เก็ตเพลส,เทพรักษ์,หน้ามาร์เก็ตเพลส,เทพรักษ์
สุขุมวิท 71,สุขุมวิท 71,สุขุมวิท 71,สุขุมวิท 71
สุขุมวิท 71,สุขุมวิท,สุขุมวิท 71,สุขุมวิท
ประชาราษฎร์,วงศ์สว่าง,ประชาราษฎร์,วงศ์สว่าง
หน้าตลาดศรีเขมา,ประชาราษฎร์สาย 1,หน้าตลาดศรีเขมา,ประชาราษฎร์สาย 1
หน้าตลาดศรีเขมา,ประชาราษฎร์สาย 1 (EB),หน้าตลาดศรีเขมา,ประชาราษฎร์สาย 1 (EB)
อุดมสุข,สุขุมวิท ,อุดมสุข,สุขุมวิท
ลาดกระบัง 54,ลาดกระบัง 54,ลาดกระบัง 54,ลาดกระบัง 54
สวนมิกสกวัน,ราชำดำเนิน,สวนมิกสกวัน,ราชำดำเนิน
สี่กั๊กพระยาศรี,เฟื่องนคร,สี่กั๊กพระยาศรี,เฟื่องนคร
หน้า บ.ยัสปาล,สุขุมวิท 66/1,หน้า บ.ยัสปาล,สุขุมวิท 66/1
หน้า บ.ยัสปาล,สุขุมวิท,หน้า บ.ยัสปาล,สุขุมวิท
ด่วนสุขุมวิท 62,สุขุมวิท 62,ด่วนสุขุมวิท 62,สุขุมวิท 62
วงเวียนตลาดน้อย,เจริญกรุง,วงเวียนตลาดน้อย,เจริญกรุง
นางลื้นจี่,นางลิ้นจี่,นางลื้นจี่,นางลิ้นจี่
นางลื้นจี่,พระรามที่ 3,นางลื้นจี่,พระรามที่ 3
สุขุมวิท 31,สุขุมวิท 31,สุขุมวิท 31,สุขุมวิท 31
สุขุมวิท 31,สุขุมวิท,สุขุมวิท 31,สุขุมวิท
หน้าอาคารแปซิฟิคเรสซิเด้น,สุขุมวิท 39,หน้าอาคารแปซิฟิคเรสซิเด้น,สุขุมวิท 39
เดอะมอลล์บางแค,เพชรเกษม 47/2,เดอะมอลล์บางแค,เพชรเกษม 47/2
เดอะมอลล์บางแค,กาญจนาภิเษก,เดอะมอลล์บางแค,กาญจนาภิเษก
เดอะมอลล์บางแค,เพชรเกษม,เดอะมอลล์บางแค,เพชรเกษม
ซอยพุทธบูชา 38,พุทธบูชา,ซอยพุทธบูชา 38,พุทธบูชา
ซอยพุทธบูชา 40 และ 42,พุทธบูชา,ซอยพุทธบูชา 40 และ 42,พุทธบูชา
ซอยพุทธบูชา 43,พุทธบูชา,ซอยพุทธบูชา 43,พุทธบูชา
กองบัญชาการกองทัพบก,ประชาธิปไตย,กองบัญชาการกองทัพบก,ประชาธิปไตย
ซอยคู้บอน 34,คู้บอน,ซอยคู้บอน 34,คู้บอน
ซอยพุทธบูชา 44 และ 44/1,พุทธบูชา,ซอยพุทธบูชา 44 และ 44/1,พุทธบูชา
สุขุมวิท 36,สุขุมวิท 36,สุขุมวิท 36,สุขุมวิท 36
สุขุมวิท 36,สุขุมวิท ,สุขุมวิท 36,สุขุมวิท
สุขุมวิท 40,สุขุมวิท,สุขุมวิท 40,สุขุมวิท
ไฟฉาย,พรานนกกาญจนาภิเษก,ไฟฉาย,พรานนกกาญจนาภิเษก
สุขุมวิท 49,สุขุมวิท 32,สุขุมวิท 49,สุขุมวิท 32
สุขุมวิท 49,สุขุมวิท 49,สุขุมวิท 49,สุขุมวิท 49
สุขุมวิท 49,สุขุมวิท,สุขุมวิท 49,สุขุมวิท
เอกมัย 12,เอกมัย 12,เอกมัย 12,เอกมัย 12
สีลม 3,สีลม,สีลม 3,สีลม
ราษฎร์บูรณะ 18,ราษฎร์บูรณะ,ราษฎร์บูรณะ 18,ราษฎร์บูรณะ
วงเวียนอนุสาวรีย์หลักสี่,พหลโยธิน,วงเวียนอนุสาวรีย์หลักสี่,พหลโยธิน
วงเวียนอนุสาวรีย์หลักสี่,แจ้งวัฒนะ,วงเวียนอนุสาวรีย์หลักสี่,แจ้งวัฒนะ
วงเวียนอนุสาวรีย์หลักสี่,รามอินทรา,วงเวียนอนุสาวรีย์หลักสี่,รามอินทรา
จุดกลับรถแอมคาร์ออดิโอ,หลวงแพ่ง,จุดกลับรถแอมคาร์ออดิโอ,หลวงแพ่ง
ต่างระดับหลวงแพ่งตะวันตก,ทางขึ้นมอเตอร์เวย์,ต่างระดับหลวงแพ่งตะวันตก,ทางขึ้นมอเตอร์เวย์
ต่างระดับหลวงแพ่งตะวันตก,หลวงแพ่ง,ต่างระดับหลวงแพ่งตะวันตก,หลวงแพ่ง
รามคำแหง 112,รามคำแหง 112,รามคำแหง 112,รามคำแหง 112
รามคำแหง 112,รามคำแหง,รามคำแหง 112,รามคำแหง
รามคำแหง 118,รามคำแหง 118,รามคำแหง 118,รามคำแหง 118
รามคำแหง 118,รามคำแหง,รามคำแหง 118,รามคำแหง
จุดกลับรถการประปา สาขาสุวรรณภูมิ,หลวงแพ่ง,จุดกลับรถการประปา สาขาสุวรรณภูมิ,หลวงแพ่ง
สนามบินสุวรรณภูมิ,สุรรณภูมิ 4,สนามบินสุวรรณภูมิ,สุรรณภูมิ 4
สุขุมวิท 93,สุขุมวิท 32,สุขุมวิท 93,สุขุมวิท 32
สุขุมวิท 93,สุขุมวิท 49,สุขุมวิท 93,สุขุมวิท 49
สุขุมวิท 93,สุขุมวิท,สุขุมวิท 93,สุขุมวิท
วชิรธรรมสาธิต 59,วชิรธรรมสาธิต,วชิรธรรมสาธิต 59,วชิรธรรมสาธิต
ศิริราช,วังหลัง,ศิริราช,วังหลัง
นิมิตใหม่ - สุวินทวงศ์ ,นิมิตใหม่,นิมิตใหม่ - สุวินทวงศ์,นิมิตใหม่
นิมิตใหม่ - สุวินทวงศ์ ,สุวินทวงศ์,นิมิตใหม่ - สุวินทวงศ์,สุวินทวงศ์
หน้ามัสยิดดารุ้ลมูกร้อดรอบีน,คู้-คลองสิบ,หน้ามัสยิดดารุ้ลมูกร้อดรอบีน,คู้-คลองสิบ
หน้าโรงเรียนวัดสามง่าม,คู้-คลองสิบ,หน้าโรงเรียนวัดสามง่าม,คู้-คลองสิบ
หน้าวัดสามง่าม,คู้-คลองสิบ,หน้าวัดสามง่าม,คู้-คลองสิบ
หน้าโรงเรียนสุเหร่าคลองสิบ,คู้-คลองสิบ,หน้าโรงเรียนสุเหร่าคลองสิบ,คู้-คลองสิบ
หน้าโรงเรียนวัดสะพาน,ทางรถไฟสายเก่า,หน้าโรงเรียนวัดสะพาน,ทางรถไฟสายเก่า
ก่อนเข้าทางด่วน ,สุขุมวิท 62,ก่อนเข้าทางด่วน,สุขุมวิท 62
นานา,นานา (สุขุมวิท 3),นานา,นานา (สุขุมวิท 3)
จุดตัดถนนลาดพร้าวกับถนนประดิษฐ์มนูธรรม,ลาดพร้าว,จุดตัดถนนลาดพร้าวกับถนนประดิษฐ์มนูธรรม,ลาดพร้าว
นิคมมักกะสัน,นิคมมักกะสัน (NB),นิคมมักกะสัน,นิคมมักกะสัน (NB)
นิคมมักกะสัน,นิคมมักกะสัน (EB),นิคมมักกะสัน,นิคมมักกะสัน (EB)
นิคมมักกะสัน,กำแพงเพชร 7,นิคมมักกะสัน,กำแพงเพชร 7
ศรีวรา - อินทราภรณ์,ศรีวรา ,ศรีวรา - อินทราภรณ์,ศรีวรา
ศรีวรา - อินทราภรณ์,อินทราภรณ์,ศรีวรา - อินทราภรณ์,อินทราภรณ์
สวนรื่นฤดี,นครราชสีมา,สวนรื่นฤดี,นครราชสีมา
ปากซอยเจริญสุข,พระรามที่ 4,ปากซอยเจริญสุข,พระรามที่ 4
จุดกลับรถใกล้โฮมโปร พระราม 9,พระราม 9,จุดกลับรถใกล้โฮมโปร พระราม 9,พระราม 9
อาคารสงเคราะห์กองทัพบก (เทอดดำริ),เทอดดำริ,อาคารสงเคราะห์กองทัพบก (เทอดดำริ),เทอดดำริ
อาคารสงเคราะห์กองทัพบก (เทอดดำริ),ทางเข้า - ออกอาคารสงเคราะห์กองทัพบก,อาคารสงเคราะห์กองทัพบก (เทอดดำริ),ทางเข้า - ออกอาคารสงเคราะห์กองทัพบก
อาคารสงเคราะห์กองทัพบก (บางซื่อ),เทอดดำริ,อาคารสงเคราะห์กองทัพบก (บางซื่อ),เทอดดำริ
อาคารสงเคราะห์กองทัพบก (บางซื่อ),ทางเข้า - ออกอาคารสงเคราะห์กองทัพบก,อาคารสงเคราะห์กองทัพบก (บางซื่อ),ทางเข้า - ออกอาคารสงเคราะห์กองทัพบก
ใกล้วัดนางนอง,วุฒากาศ,ใกล้วัดนางนอง,วุฒากาศ
ซอยเอกชัย 15,เอกชัย,ซอยเอกชัย 15,เอกชัย
หน้าห้างอินเดียเอ็มโพเรียม,จักรเพชร,หน้าห้างอินเดียเอ็มโพเรียม,จักรเพชร
หน้าวัดมังกรฯ,เจริญกรุง,หน้าวัดมังกรฯ,เจริญกรุง
ปากซอยสมเด็จเจ้าพระยา 5,สมเด็จเจ้าพระยา,ปากซอยสมเด็จเจ้าพระยา 5,สมเด็จเจ้าพระยา
ใกล้ซ.อิสรภาพ 30,อิสรภาพ,ใกล้ซ.อิสรภาพ 30,อิสรภาพ
หน้าสถาบันโรคไตฯ,พญาไท,หน้าสถาบันโรคไตฯ,พญาไท
หน้าคณะเวชศาสตร์เขตร้อน,ราชวิถี 15,หน้าคณะเวชศาสตร์เขตร้อน,ราชวิถี 15
หน้าคณะเวชศาสตร์เขตร้อน,ราชวิถี,หน้าคณะเวชศาสตร์เขตร้อน,ราชวิถี
ทางเข้าออกสำนักงานขนส่งฯ พื้นที่ 1 บางขุนเทียน,บางขุนเทียน-ชายทะเล,ทางเข้าออกสำนักงานขนส่งฯ พื้นที่ 1 บางขุนเทียน,บางขุนเทียน-ชายทะเล
ทางเข้าออกสำนักงานขนส่งฯ พื้นที่ 1 บางขุนเทียน,ทางเข้าออกสำนักงานขนส่งฯ,ทางเข้าออกสำนักงานขนส่งฯ พื้นที่ 1 บางขุนเทียน,ทางเข้าออกสำนักงานขนส่งฯ
ซอยเทียนทะเล 22,บางขุนเทียน-ชายทะเล,ซอยเทียนทะเล 22,บางขุนเทียน-ชายทะเล
ซอยเทียนทะเล 22,เทียนทะเล 22,ซอยเทียนทะเล 22,เทียนทะเล 22
อ่อนนุช 37/1,อ่อนนุช,อ่อนนุช 37/1,อ่อนนุช
ลาดกระบัง 1ก/7,ลาดกระบัง,ลาดกระบัง 1ก/7,ลาดกระบัง
อ่อนนุช 59/1,อ่อนนุช,อ่อนนุช 59/1,อ่อนนุช
หน้า รพ.ซีจีเอส สายไหม,เฉลิมพงษ์,หน้า รพ.ซีจีเอส สายไหม,เฉลิมพงษ์
เจริญกรุง 95,เจริญกรุง,เจริญกรุง 95,เจริญกรุง
พระราม 3 -รัชดา,รัชดาภิเษก,พระราม 3 -รัชดา,รัชดาภิเษก
พระราม 3 -รัชดา,พระรามที่ 3,พระราม 3 -รัชดา,พระรามที่ 3
ราษฎร์อุทิศ 66,ราษฏร์อุทิศ,ราษฎร์อุทิศ 66,ราษฏร์อุทิศ
เลียบวารี 11,เลียบวารี,เลียบวารี 11,เลียบวารี
หน้าศูนย์สาธารณสุข 48,เลียบคลองภาษีเจริญฝั่งหนือ,หน้าศูนย์สาธารณสุข 48,เลียบคลองภาษีเจริญฝั่งหนือ
อินทาปัจ 13 - เพชรเกษม 69,เพชรเกษม 69,อินทาปัจ 13 - เพชรเกษม 69,เพชรเกษม 69
อินทาปัจ 13 - เพชรเกษม 69,เลียบคลองภาษีเจริญฝั่งเหนือ,อินทาปัจ 13 - เพชรเกษม 69,เลียบคลองภาษีเจริญฝั่งเหนือ
อินทาปัจ 13 - เพชรเกษม 69,อินทาปัจ 13,อินทาปัจ 13 - เพชรเกษม 69,อินทาปัจ 13
คู้บอน - พระยาสุเรนทร์ - เลียบคลองสอง,พระยาสุเรนทร์,คู้บอน - พระยาสุเรนทร์ - เลียบคลองสอง,พระยาสุเรนทร์
คู้บอน - พระยาสุเรนทร์ - เลียบคลองสอง,คู้บอน,คู้บอน - พระยาสุเรนทร์ - เลียบคลองสอง,คู้บอน
คู้บอน - พระยาสุเรนทร์ - เลียบคลองสอง,เลียบคลองสอง,คู้บอน - พระยาสุเรนทร์ - เลียบคลองสอง,เลียบคลองสอง
พระยาสุเรนทร์ - จตุโชติ,จตุโชติ,พระยาสุเรนทร์ - จตุโชติ,จตุโชติ
พระยาสุเรนทร์ - จตุโชติ,พระยาสุเรนทร์,พระยาสุเรนทร์ - จตุโชติ,พระยาสุเรนทร์
คู่ขนานวงแหวนตะวันออก-จตุโชติ,คู่ขนานวงแหวนตะวันออก,คู่ขนานวงแหวนตะวันออก-จตุโชติ,คู่ขนานวงแหวนตะวันออก
คู่ขนานวงแหวนตะวันออก-จตุโชติ,จตุโชติ,คู่ขนานวงแหวนตะวันออก-จตุโชติ,จตุโชติ
หมู่บ้านร่มไทร,คลองลำเจียก 17,หมู่บ้านร่มไทร,คลองลำเจียก 17
หมู่บ้านร่มไทร,คลองลำเจียก 10,หมู่บ้านร่มไทร,คลองลำเจียก 10
หมู่บ้านร่มไทร,คลองลำเจียก,หมู่บ้านร่มไทร,คลองลำเจียก
ปุณวิถี,สุขุมวิท ,ปุณวิถี,สุขุมวิท
ปุณวิถี,สุขุมวิท 101/1,ปุณวิถี,สุขุมวิท 101/1
ซอยวชิรธรรมสาธิต 6,สุขุมวิท 101/1,ซอยวชิรธรรมสาธิต 6,สุขุมวิท 101/1
หน้า ธ.ยูโอบี,เยาวราช,หน้า ธ.ยูโอบี,เยาวราช
วัดประชา,ระนอง 1,วัดประชา,ระนอง 1
วุฒากาศ,เทอดไท 26,วุฒากาศ,เทอดไท 26
สะพานดำ,ทางลอดทางรถไฟถนนพระรามที่ 6,สะพานดำ,ทางลอดทางรถไฟถนนพระรามที่ 6
เจ้าคุณหทาร - ฉลองกรุง,ฉลองกรุง,เจ้าคุณหทาร - ฉลองกรุง,ฉลองกรุง
เจ้าคุณหทาร - ฉลองกรุง,เจ้าคุณทหาร,เจ้าคุณหทาร - ฉลองกรุง,เจ้าคุณทหาร
สุภาพบุรุษ,สุภาพบุรุษ,สุภาพบุรุษ,สุภาพบุรุษ
ปากซอยทวีวัฒนา 24,ทวีวัฒนา,ปากซอยทวีวัฒนา 24,ทวีวัฒนา
ปากซอยทองหล่อ 3,ทองหล่อ,ปากซอยทองหล่อ 3,ทองหล่อ
ปากซอยวชิรธรรมสาธิต 12,วชิรธรรมสาธิต,ปากซอยวชิรธรรมสาธิต 12,วชิรธรรมสาธิต
หน้า บ.กรีนสปอต,ศรีนครินทร์,หน้า บ.กรีนสปอต,ศรีนครินทร์
พระราม 9 -ประดิษฐ์มนูธรรม,ประดิษฐ์มนูธรรม,พระราม 9 -ประดิษฐ์มนูธรรม,ประดิษฐ์มนูธรรม
พระราม 9 -ประดิษฐ์มนูธรรม,พระราม 9,พระราม 9 -ประดิษฐ์มนูธรรม,พระราม 9
อุภัยเจษฎุทิศ,สวรรคโลก,อุภัยเจษฎุทิศ,สวรรคโลก
อุภัยเจษฎุทิศ,ราชวิถี,อุภัยเจษฎุทิศ,ราชวิถี
รร.ฤทธิยะวรรณาลัย,ทางเข้าออกหน่วยบัญชาการอากาศโยธิน,รร.ฤทธิยะวรรณาลัย,ทางเข้าออกหน่วยบัญชาการอากาศโยธิน
รร.ฤทธิยะวรรณาลัย,ช่องทางท่าดินแดง 5,รร.ฤทธิยะวรรณาลัย,ช่องทางท่าดินแดง 5
สาทร - คอนแวต์,คอนแวนต์,สาทร - คอนแวต์,คอนแวนต์
สาทร - คอนแวต์,สาทร,สาทร - คอนแวต์,สาทร
ทางข้ามใกล้แยกหลังสวน,สารสิน,ทางข้ามใกล้แยกหลังสวน,สารสิน
สุขุมวิท 11,สุขุมวิท 11,สุขุมวิท 11,สุขุมวิท 11
สุขุมวิท 11,สุขุมวิท,สุขุมวิท 11,สุขุมวิท
หน้าโรงแรม Calton,สุชุมวิท,หน้าโรงแรม Calton,สุชุมวิท
จุดกลับรถใกล้ซอยพัฒนาการ 89,พัฒนาการ,จุดกลับรถใกล้ซอยพัฒนาการ 89,พัฒนาการ
ปากซอยอ่อนนุข 41,อ่อนนุช 41,ปากซอยอ่อนนุข 41,อ่อนนุช 41
ปากซอยอ่อนนุข 41,อ่อนนุช,ปากซอยอ่อนนุข 41,อ่อนนุช
